,Unnamed: 0,Unnamed: 0.1,angDist,TIC,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,HIP,TYC,UCAC4,2MASS,objID,WISEA,GAIA,APASS,KIC,S/G,Ref,r_Pos,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,Plx,e_Plx,r_Plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,q_2MASS,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Gmag,e_Gmag,Tmag,e_Tmag,f_Tmag,Flag,Teff,s_Teff,logg,s_logg,[M/H],e_[M/H],Rad,s_Rad,Mass,s_Mass,rho,s_rho,LClass,Lum,s_Lum,Dist,s_Dist,E(B-V),s_E(B-V),Ncont,Rcont,Disp,m_TIC,Prior,e_E(B-V),E_E(B-V),f_E(B-V),e_Mass,E_Mass,e_Rad,E_Rad,e_rho,E_rho,e_logg,E_logg,e_Lum,E_Lum,e_Dist,E_Dist,r_Dist,e_Teff,E_Teff,r_Teff,BPmag,e_BPmag,RPmag,e_RPmag,q_Gaia,r_Vmag,r_Bmag,Clist,e_RAJ2000,e_DEJ2000,RAOdeg,DEOdeg,e_RAOdeg,e_DEOdeg,RadFl,WDFl,ID,angDist.1,_RAJ2000,_DEJ2000,OID,n_OID,Name,V,Type,l_max,max,u_max,n_max,f_min,l_min,min,u_min,n_min,l_Period,Period,u_Period,Sp,RAJ2000.1,DEJ2000.1,_RAJ2000.1,_DEJ2000.1,TYC1,TYC2,VTMAG,Dist.1,X,Y,Z,AVe,AVg,AV,RAJ2000.2,DEJ2000.2
124,124,1638,4.64395,424233316,127.79117049988999,-34.17326256456,127.791,-34.173,90,,,,08310988-3410237,,J083109.88-341023.5,5.543559922988572e+18,,,STAR,tmgaia2,tmgaia2,-3.4939999999999998,0.051,3.602,0.027000000000000003,gaia2,0.1485,0.0244,gaia2,9.68,,13.825,0.047,,,,,,,,,,,11.649000000000001,0.033,11.137,0.038,11.005999999999998,0.0289999999999999,AAA-222-111-ccc-0-0,11.011,0.07400000000000001,11.04,0.078,10.960999999999999,0.152,8.446,,13.5083,0.000599,12.839,0.01,rered,gaia2,5847.0,140.0,,,,,14.342,,,,,,GIANT,,,5349.02,688.75,0.3791,0.0121,,,,,,0.0124,0.0117,schlegel,,,,,,,,,,,608.34,769.16,bj2018,,,dered,14.0141,0.0201389999999999,12.7193,0.00702,1.0,gaia2,tycho2,,0.82337205217,0.42290100714,127.79115231711,-34.1732470556,0.0201539224,0.0158361277,0.0,0.0,643536731,0.089352,127.79073000000001,-34.1745,409809,B,CD-33 5120,0,ACV,,9.56,,V,,,9.63,,V,,5.683,,ApSi,127.79073000000001,-34.1745,127.7907,-34.1745,7143,1281,-0.04,670,-182,-644,36,0.47,0.05,0.52,127.7907,-34.1745
125,125,1641,0.0729799999999999,146069939,230.20982111383998,-47.52843025838001,230.21,-47.528,90,,8298-01704-1,213-112069,15205036-4731423,,J152050.35-473142.3,5.902991407994012e+18,23717772.0,,STAR,tmgaia2,tmgaia2,-5.5,0.09,-3.4930000000000003,0.075,gaia2,0.9594,0.0472,gaia2,9.925,0.055,9.829,0.005,,,,,,,,,,,9.674,0.023,9.691,0.022000000000000002,9.66,0.023,AAA-222-111-000-0-0,9.646,0.025,9.664,0.02,9.675,0.0409999999999999,8.809,,9.84177,0.000643,9.832,0.0069999999999999,rered,gaia2,11520.0,349.5,3.7358,0.0771,,,3.9139999999999997,0.225,3.04,0.3929999999999999,0.0507,0.0107,DWARF,243.03452000000001,37.5016,1015.05,49.94,0.1656,0.0111,2115.0,0.0641,,,2.9999999999999997e-05,0.0089,0.0133,schlegel,0.3929999999999999,0.3939999999999999,0.205,0.244,0.009000000000000001,0.0124,0.0698,0.0844,34.1926,40.8106,47.53,52.35,bj2018,286.7,412.2,dered,9.88296,0.001327,9.769910000000001,0.002084,1.0,tycho2v3,tycho2b3,,1.5195554944499998,1.16514888699,230.20978604599998,-47.528445299329995,0.0339683883399999,0.02632985469,1.0,0.0,963325432,0.060494000000000006,230.20982,-47.52841,359247,B,HD 136150,0,ACV,,9.89,,V,,,9.93,,V,,2.5568,,B9pSi,230.20982,-47.52841,230.2098,-47.5284,8298,1704,-1.68,1106,922,-590,156,0.55,0.61,1.16,230.2098,-47.5284
126,126,1644,0.030461000000000002,385698931,138.44293050283994,-56.411233367419996,138.44299999999998,-56.411,90,,8591-01790-1,168-026644,09134629-5624404,,J091346.29-562440.3,5.309847593959976e+18,27580658.0,,STAR,tmgaia2,tmgaia2,-10.867,0.08,6.947,0.077,gaia2,2.1623,0.0413,gaia2,9.267000000000001,0.037000000000000005,9.279,0.004,,,,,,,,,,,9.286,0.024,9.312000000000001,0.022000000000000002,9.359,0.024,AAA-222-111-000-0-0,9.317,0.022000000000000002,9.359,0.02,9.302999999999999,0.031,9.026,0.4639999999999999,9.24233,0.000575,9.316,0.006,rered,gaia2,14011.0,149.0,,,,,,,,,,,,,,456.648,8.691,0.1201,0.0019,,,,,,0.0019,0.0019,schlegel,,,,,,,,,,,8.527999999999999,8.854,bj2018,,,dered,9.24024,0.001576,9.26758,0.0017699999999999,1.0,tycho2v3,tycho2b3,,1.41167632544,1.19128245166,138.44284593084998,-56.41120345641,0.03571076775,0.03901657004,-1.0,0.0,669116104,0.16456800000000002,138.44294,-56.41124,409833,B,HD 79794,0,ACV,,9.25,,V,,,9.28,,V,,1.49881,,ApSi,138.44294,-56.41124,138.4429,-56.4112,8591,1790,-0.23,609,64,-603,-57,0.47,0.05,0.52,138.4429,-56.4112
127,127,1668,0.016592,267760642,114.75132930508998,-53.27335540993,114.751,-53.273,90,37248.0,8552-01668-1,184-012673,07390032-5316240,,J073900.30-531624.0,5.489308335636955e+18,,,STAR,tmgaia2,tmgaia2,-18.389,0.156,9.067,0.1669999999999999,gaia2,5.2474,0.0826,gaia2,5.928,0.021,6.06,0.03,,,,,,,,,,,6.263,0.021,6.332999999999998,0.042,6.3229999999999995,0.02,AAA-111-111-00d-0-0,6.351,0.09,6.287000000000001,0.026000000000000002,6.436,0.015,6.35,0.051,6.0391,0.0014,6.18,0.006,rered,spect,12764.0,88.0,,,,,,,,,,,,,,189.605,2.9915,0.0569,,,,,,,,,schlegel,,,,,,,,,,,,,bj2018,,,spect,5.9881,0.002235,6.1373,0.002684,1.0,hipvmag,tycho2b3,,2.6993124440700003,2.5845229975099997,114.75119690376002,-53.27331637118,0.0757288792299999,0.0822312085,-1.0,0.0,604797178,0.15782000000000002,114.75133000000001,-53.27336,6143,B,V0390 Car,0,ACV,,6.06,,V,Y,,0.004,,V,,1.04,,B,114.75133000000001,-53.27336,114.7513,-53.2734,8552,1668,-0.12,158,-11,-152,-40,0.13,0.01,0.14,114.7513,-53.2734
128,128,1675,0.015839,78957734,103.55372425574,-23.106087990889996,103.554,-23.105999999999998,90,33164.0,6522-00520-1,335-018789,06541289-2306218,,J065412.88-230621.8,2.922669277219167e+18,10438332.0,,STAR,tmgaia2,tmgaia2,-4.36,0.05,4.468,0.064,gaia2,1.636,0.0426,gaia2,9.671,0.0,9.67,0.03,,,,,,,,,,,9.774,0.026000000000000002,9.846,0.027000000000000003,9.844,0.019,AAA-222-111-000-0-0,9.836,0.022000000000000002,9.887,0.021,9.95,0.047,9.207,,9.66263,0.001,9.742,0.0069999999999999,rered,gaia2,11689.0,170.0,4.2812,,,,2.108,,3.097,,0.3305,,DWARF,74.75374000000002,,601.186,15.5275,0.0363,0.0076,,,,,,0.0086,0.0066,panstarrs,,,,,,,,,,,15.134,15.921,bj2018,,,dered,9.6451,0.002844,9.707139999999999,0.002738,1.0,hipvmag,apassdr9,,0.7900160269,1.00025014344,103.55370384669001,-23.1060687557,0.02314518253,0.033806008650000004,1.0,0.0,575428741,0.075377,103.55372,-23.10609,305264,B,HIP 33164,0,ACV,,9.64,,V,,,9.7,,V,,3.5902,,B9pSi,103.55372,-23.10609,103.5537,-23.1061,6522,520,-2.54,1826,-1058,-1456,-309,0.39,0.41,0.79,103.5537,-23.1061
129,129,1681,0.027507,225635447,247.19184020189,-43.73041799082,247.192,-43.73,90,,7865-02233-1,232-105576,16284604-4343495,,J162846.03-434349.4,5.944166434887799e+18,21352578.0,,STAR,tmgaia2,tmgaia2,-2.7230000000000003,0.094,-7.292000000000002,0.055,gaia2,1.6178,0.0451,gaia2,9.76,0.038,9.615,0.003,,,,,,,,,,,9.086,0.026000000000000002,9.084,0.024,9.058,0.025,AAA-122-111-000-0-0,9.008,0.024,9.061,0.021,8.962,0.039,8.48,0.363,9.57132,0.001466,9.432,0.008,rered,gaia2,9704.0,213.1,3.728,0.066,,,3.5669999999999997,0.128,2.48,0.3279999999999999,0.0547,0.0094,DWARF,101.6215,10.69082,607.953,16.7995,0.2538,0.0116,3453.0,0.0836,,,4.2e-05,0.0122,0.0111,schlegel,0.251,0.4039999999999999,0.126,0.13,0.0085,0.0103,0.0611,0.0709,7.89474,13.4869,16.343,17.256,bj2018,184.2,242.1,dered,9.69696,0.004636,9.35795,0.004285,1.0,tycho2v3,tycho2b3,,1.5686711515600005,0.8578787062600001,247.19182397877998,-43.730449385170004,0.03801220358,0.02318317018,1.0,0.0,1074308464,0.106181,247.19182999999998,-43.73042,476712,B,HD 328193,0,ACV,,9.66,,V,,,9.71,,V,,1.80614,,B8pSi,247.19182999999998,-43.73042,247.1918,-43.7304,7865,2233,-0.1,532,496,-191,32,0.55,0.44,0.99,247.1918,-43.7304
130,130,1701,0.015855,259027194,222.72076105481003,-66.52284995829001,222.72099999999998,-66.523,90,,9019-01516-1,118-109890,14505298-6631222,,J145052.97-663122.3,5.848717967876097e+18,,,STAR,tmgaia2,tmgaia2,-7.126,0.052000000000000005,-11.097000000000001,0.075,gaia2,2.3066,0.0447,gaia2,8.844,0.026000000000000002,8.874,0.003,,,,,,,,,,,8.833,0.024,8.862,0.024,8.879,0.023,AAA-122-111-000-0-0,8.86,0.024,8.895,0.021,8.9,0.03,8.965,0.4379999999999999,8.8443,0.0009119999999999,8.895,0.006,rered,gaia2,12037.0,176.0,,,,,,,,,,,,,,428.43699999999995,8.2715,0.0903,0.0014,,,,,,0.0014,0.0015,schlegel,,,,,,,,,,,8.115,8.427999999999999,bj2018,,,dered,8.84765,0.002443,8.850610000000003,0.0035159999999999,1.0,tycho2v3,tycho2b3,,0.9613575860600001,1.1651078053,222.72068403639,-66.52289773792,0.0282103453199999,0.0342290063399999,-1.0,0.0,929581090,0.1937579999999999,222.72075,-66.52285,409900,B,HD 130336,0,ACV,,8.86,,V,,,8.92,,V,,1.2947600000000001,,B8pSi,222.72075,-66.52285,222.7208,-66.5229,9019,1516,-2.96,1428,994,-1013,-158,0.74,0.2,0.94,222.7208,-66.5229
131,131,1703,0.012103000000000001,375038081,99.65224296426001,-63.549831217059996,99.652,-63.55,90,31764.0,8899-00714-1,133-008897,06383654-6332593,,J063836.53-633259.2,5.477125575000994e+18,29880234.0,,STAR,tmgaia2,tmgaia2,-4.633,0.098,9.65,0.107,gaia2,1.3566,0.0452,gaia2,9.11,0.033,9.21,0.03,,,,,,,,,,,9.401,0.0289999999999999,9.441,0.022000000000000002,9.501,0.019,AAA-222-111-000-0-0,9.512,0.023,9.559,0.02,9.57,0.03,8.856,,9.180480000000001,0.000921,9.315,0.006,rered,gaia2,14929.0,122.0,,,,,,,,,,,,,,722.312,23.7715,0.052000000000000005,0.0004,,,,,,0.0004,0.0004,schlegel,,,,,,,,,,,23.004,24.539,bj2018,,,dered,9.1398,0.00257,9.27997,0.0020629999999999,1.0,hipvmag,tycho2b3,,1.7830432594799999,1.65426599287,99.65219818233,-63.54978966708,0.04333208628000001,0.0490045260399999,-1.0,0.0,568521877,0.134507,99.65225,-63.54983000000001,2225969,,TIC 375038081,0,SPB,,9.19,,V,,,9.23,,V,,0.8553629999999999,,B7V,99.65225,-63.54983000000001,99.6523,-63.5498,8899,714,-0.05,641,34,-578,-276,0.17,0.01,0.18,99.6523,-63.5498
132,132,1715,0.046011,315036866,202.81456607044998,-61.73262026778001,202.815,-61.733000000000004,90,,8991-04674-1,142-119056,13311549-6143573,,J133115.47-614357.5,5.868440492071967e+18,30933443.0,,STAR,tmgaia2,tmgaia2,-5.382999999999999,0.034,-2.978,0.042,gaia2,0.3905,0.0319,gaia2,9.265,0.0279999999999999,9.134,0.002,,,,,,,,,,,8.601,0.026000000000000002,8.577,0.044000000000000004,8.537,0.023,AAA-112-111-000-0-0,8.381,0.022000000000000002,8.327,0.02,7.785,0.03,6.8020000000000005,0.12,9.02363,0.0005110000000000001,8.966000000000003,0.039,rered,gaia2,,,,,,,,,,,,,,,,2386.71,186.505,0.5952,0.0407,,,,,,0.038,0.0434,schlegel,,,,,,,,,,,172.36,200.65,bj2018,,,,9.13894,0.001457,8.80824,0.001299,1.0,tycho2v3,tycho2b3,,0.6084398926,0.6504389706600001,202.81451713593998,-61.73263308857,0.02004166419,0.022540235640000003,-1.0,0.0,854125572,0.09253600000000001,202.81455,-61.73261,225541,B,HD 117357,0,BCEP,,9.02,,V,Y,,0.018000000000000002,,V,,0.4805239999999999,,O9.5/B0V,202.81455,-61.73261,202.8146,-61.7326,8991,4674,1.07,311,190,-246,4,0.34,0.21,0.55,202.8146,-61.7326
133,133,1718,0.014037,394308408,200.01876049518,-76.41918697843,200.019,-76.419,90,65053.0,9426-02020-1,068-017674,13200443-7625090,,J132004.46-762509.0,5.790526211859225e+18,34831476.0,,STAR,tmgaia2,tmgaia2,-12.405,0.061,1.4809999999999999,0.0559999999999999,gaia2,3.225,0.0429,gaia2,8.299,0.027000000000000003,8.24,0.03,,,,,,,,,,,8.044,0.021,8.045,0.031,8.025,0.033,AAA-111-111-000-0-0,8.015,0.025,8.055,0.02,8.09,0.019,7.952000000000001,0.157,8.18856,0.000478,8.144,0.006,rered,gaia2,9597.0,192.6,3.9162,0.0672,,,2.8489999999999998,0.084,2.44,0.3329999999999999,0.1055,0.0178,DWARF,62.01995,4.68306,307.408,4.0855,0.1001,0.0103,593.0,0.0445,,,0.0014759999999999,0.0098,0.0108,schlegel,0.268,0.3979999999999999,0.09300000000000001,0.07400000000000001,0.021,0.0145,0.0811,0.0533,4.6831,4.68302,4.033,4.138,bj2018,195.6,189.6,dered,8.24814,0.0019100000000000002,8.10028,0.002484,1.0,hipvmag,tycho2b3,,1.19737423144,0.86086400945,200.01853304297,-76.41918060115,0.03477488386,0.02885748105,1.0,0.0,844166299,0.05552000000000001,200.01875,-76.41919,476924,B,HD 115440,0,ACV,,8.26,,V,,,8.27,,V,,5.4421,,B9pSi,200.01875,-76.41919,200.0188,-76.4192,9426,2020,1.15,227,125,-181,-53,0.2,0.09,0.29,200.0188,-76.4192
134,134,1724,0.0559039999999999,437142291,123.23679783228,-22.051546272329997,123.23700000000001,-22.052,90,,6008-00450-1,340-044814,08125683-2203056,,J081256.82-220305.5,5.700626842638304e+18,10797917.0,,STAR,tmgaia2,tmgaia2,-1.147,0.054000000000000006,0.22,0.049,gaia2,0.8224,0.0412,gaia2,10.457,0.08900000000000001,10.475999999999999,0.009000000000000001,,,,,,,,,,,10.595,0.026000000000000002,10.655999999999999,0.022000000000000002,10.679,0.019,AAA-222-111-000-0-0,10.671,0.024,10.698,0.02,10.538,0.07,9.023,,10.5156,0.001097,10.604000000000001,0.009000000000000001,rered,gaia2,12372.0,182.0,,,,,,,,,,,,,,1176.46,58.435,0.0458,0.0072,,,,,,0.006999999999999999,0.0074,panstarrs,,,,,,,,,,,55.6,61.27,bj2018,,,dered,10.4896,0.003199,10.5623,0.003396,1.0,tycho2v3,tycho2b3,,0.8496293145199999,0.76201590934,123.23679250612,-22.05154532592,0.02619731163,0.02544545075,-1.0,0.0,630954222,0.2185619999999999,123.23678999999998,-22.051560000000002,476927,B,BD-21 2324,0,ACV,,10.54,,V,,,10.6,,V,,1.7561200000000001,,Si,123.23678999999998,-22.051560000000002,123.2368,-22.0515,6008,450,-0.33,1110,-519,-972,129,0.45,0.07,0.52,123.2368,-22.0515
135,135,1726,0.016855000000000002,318670307,173.32508801643002,-63.10450296152,173.325,-63.104,90,,8976-04179-1,135-057119,11331802-6306161,,J113318.00-630616.2,5.33364851168946e+18,30550360.0,,STAR,tmgaia2,tmgaia2,-6.117000000000001,0.05,0.679,0.045,gaia2,0.3492,0.0279,gaia2,9.761000000000001,0.046,9.658,0.004,,,,,,,,,,,9.206,0.023,9.273,0.024,9.242,0.019,AAA-122-111-000-0-0,9.176,0.022000000000000002,9.208,0.02,7.3039999999999985,0.021,3.202,0.027000000000000003,9.5547,0.0015480000000000001,7.983,0.6,rered,gaia2,,,,,,,,,,,,,,,,2650.49,201.415,1.7298,0.0968,,,,,,0.0918,0.1019,schlegel,,,,,,,,,,,186.53,216.3,bj2018,,,,9.64109,0.004504,9.396289999999999,0.003668,1.0,tycho2v3,tycho2b3,,0.9008041691299998,0.70152999422,173.32502979342,-63.104500038619996,0.024191048680000004,0.0232670141099999,-1.0,0.0,760978030,0.03257,173.32508,-63.1045,144484,B,V1228 Cen,0,BCEP,,9.55,,V,Y,,0.04,,V,,0.16848,,B1III,173.32508,-63.1045,173.3251,-63.1045,8976,4179,0.44,489,201,-446,-13,0.55,0.15,0.7,173.3251,-63.1045
136,136,1733,0.0247539999999999,329488484,212.39596741346,-51.50467509762999,212.396,-51.505,90,69174.0,8276-02820-1,193-088748,14093502-5130168,,J140935.00-513016.9,6.089748096519832e+18,,,STAR,tmgaia2,tmgaia2,-31.854,0.2739999999999999,-12.572000000000001,0.203,gaia2,5.8806,0.1097,gaia2,5.91,0.022000000000000002,5.96,0.03,,,,,,,,,,,6.022,0.021,6.0760000000000005,0.044000000000000004,6.08,0.023,AAA-111-111-000-0-0,6.138,0.046,6.06,0.023,6.162000000000001,0.015,6.101,0.05,5.9574099999999985,0.002526,6.0489999999999995,0.0069999999999999,rered,spect,11194.0,128.9,3.7862,0.0617,,,3.625,0.121,2.93,0.35,0.0615,0.0101,DWARF,185.93077,12.37695,169.326,3.17,0.0824,0.0103,959.0,0.1709,,,0.000118,0.013000000000000001,0.0075,schlegel,0.29,0.41100000000000003,0.12300000000000001,0.12,0.008,0.0123,0.0548,0.0685,11.2166,13.5373,3.17,3.17,bj2018,137.7,120.2,spect,5.93398,0.002938,6.00137,0.0035369999999999,1.0,hipvmag,tycho2b3,,4.716667062809999,3.1532544321200002,212.39574707332,-51.50472922857001,0.10264554328,0.08375157029000001,1.0,0.0,889648292,0.14035,212.39596,-51.504670000000004,8166,B,V0869 Cen,0,SPB,,5.93,,V,,,6.01,,V,,1.45926,,B9IV+A6V,212.39596,-51.504670000000004,212.396,-51.5047,8276,2820,0.11,126,88,-88,21,0.13,0.17,0.3,212.396,-51.5047
137,137,1773,0.104001,269407223,119.19468008848,-52.98233175665,119.194,-52.982,90,38827.0,8553-02883-1,186-014995,07564673-5258565,,J075646.68-525856.0,5.512761468411687e+18,,,STAR,tmgaia2,tmgaia2,-33.179,0.732,20.331,0.608,gaia2,7.1749,0.3286,gaia2,3.267,0.021,3.46,0.03,,,,,,,,,,,3.951,0.262,3.9189999999999996,0.244,3.9560000000000004,0.036000000000000004,DDE-331-111-00d-0-0,3.917,0.381,3.6630000000000003,0.29,4.062,0.015,4.019,0.022000000000000002,3.4518,0.00458,3.679,0.008,rered,gaia2,,,,,,,,,,,,,,,,139.355,6.452999999999999,0.0651,0.0027,,,,,,0.0026,0.0028,schlegel,,,,,,,,,,,6.16,6.746,bj2018,,,,3.3536599999999996,3.3536699999999997,3.62465,0.006722,1.0,hipvmag,tycho2b3,,12.68810285467,9.43388307401,119.19444281643,-52.98224422064,0.35132423636,0.31833882169,-1.0,0.0,618603672,0.20917600000000003,119.19467,-52.98236,6329,B,khi Car,0,BCEP,,3.46,,V,Y,,0.015,,V,,0.1009999999999999,,B2IV,119.19467,-52.98236,119.1946,-52.9824,8553,2883,-0.49,58,-3,-57,-12,0.06,0.01,0.06,119.1946,-52.9824
138,138,1795,0.032202,293680998,139.37979905123998,-52.838742920579996,139.38,-52.839,90,,8583-05711-1,186-030480,09173115-5250194,,J091731.14-525019.5,5.311655328520522e+18,26323845.0,,STAR,tmgaia2,tmgaia2,-4.695,0.063,2.4819999999999998,0.073,gaia2,0.42700000000000005,0.0381,gaia2,9.122,0.033,9.113999999999999,0.003,,,,,,,,,,,8.998,0.026000000000000002,9.02,0.022000000000000002,9.021,0.024,AAA-122-111-000-0-0,9.04,0.022000000000000002,9.096,0.02,9.152000000000001,0.0289999999999999,8.924,0.3779999999999999,9.08281,0.001955,9.164,0.025,rered,gaia2,,,,,,,,,,,,,,,,2203.6599,190.17,0.4385,0.0251,,,,,,0.0238,0.0263,schlegel,,,,,,,,,,,174.23,206.11,bj2018,,,,9.110560000000001,0.006914,9.033560000000001,0.007281,1.0,tycho2v3,tycho2b3,,1.08371827658,1.13230163177,139.3797655851,-52.83873223364,0.0303383953899999,0.040661755,-1.0,0.0,671336118,0.181309,139.37978999999999,-52.83875,37645,B,IL Vel,0,BCEP,,9.14,,V,Y,,0.075,,V,,0.183158,,B2III,139.37978999999999,-52.83875,139.3798,-52.8388,8583,5711,-0.15,533,36,-531,-23,0.51,0.06,0.56,139.3798,-52.8388
139,139,1802,0.027489,457345960,157.20640592386005,-57.76603139127,157.20600000000005,-57.76600000000001,90,,8609-00705-1,162-045952,10284954-5745576,,J102849.53-574557.7,5.35169552190309e+18,27869545.0,,STAR,tmgaia2,tmgaia2,-7.265,0.061,3.3169999999999997,0.052000000000000005,gaia2,0.19,0.0363,gaia2,9.767000000000001,0.049,9.667,0.004,,,,,,,,,,,9.304,0.022000000000000002,9.293,0.024,9.279,0.021,AAA-222-111-000-0-0,9.265,0.024,9.302,0.023,9.209,0.08800000000000001,8.562000000000001,,9.58971,0.002121,9.484,0.006,rered,gaia2,8082.0,129.0,,,,,24.025,,,,,,GIANT,,,4407.9702,729.18,0.0014,0.0002,,,,,,0.0002,0.0003,schlegel,,,,,,,,,,,620.47,837.89,bj2018,,,dered,9.66567,0.006169,9.4408,0.0056240000000000005,1.0,tycho2v3,tycho2b3,,1.0881631352399999,0.80670625682,157.20634728305,-57.76601711165,0.0297208617399999,0.02840120578,0.0,0.0,716857567,0.114625,157.20642,-57.76603000000001,225471,B,HD 90987,0,BCEP,,9.64,,V,Y,,0.079,,V,,0.2126400999999999,,B1/2III/IVp,157.20642,-57.76603000000001,157.2064,-57.76600000000001,8609,705,0.77,451,115,-436,0,0.46,0.11,0.57,157.2064,-57.76600000000001
140,140,1805,0.270375,174671483,89.93020200000001,37.212553,89.93,37.213,90,28380.0,2418-01573-1,637-030827,05594324+3712452,,J055943.30+371244.6,,,,STAR,2mass,2mass,42.09,1.04,-73.61,0.55,tic7,19.7,0.16,hip,2.559,0.022000000000000002,2.627,0.023,,,,,,,,,,,2.384,0.248,2.391,0.212,2.397,0.29600000000000004,DCD-333-111-000-0-0,1.651,,1.256,,2.7689999999999997,0.012,2.7939999999999996,0.019,,,2.495,0.273,vjk,hplx,,,,,,,,,,,,,DWARF,,,50.7614,2.2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sirful,tycho2b3,,290.0,290.0,89.930187,37.212578,290.0,290.0,0.0,0.0,94296832,0.077498,89.93029,37.212579999999996,4301,B,tet Aur,0,ACV,,2.63,,V,,,2.66,,V,,3.618664,,B9.5p(Si),89.93029,37.212579999999996,89.9303,37.2126,2418,1573,0.82,22,-22,2,3,0.02,0.05,0.07,89.9303,37.2126
141,141,1813,0.039231,106584806,109.95171684048,-24.520118945409997,109.95200000000001,-24.52,90,,6541-01998-1,328-025459,07194842-2431123,,J071948.40-243112.3,5.61693442271805e+18,10542496.0,,STAR,tmgaia2,tmgaia2,-4.018,0.064,1.804,0.081,gaia2,0.8145,0.0472,gaia2,9.929,0.04,9.921,0.004,,,,,,,,,,,9.966000000000001,0.021,10.068999999999999,0.024,10.035,0.019,AAA-222-111-000-0-0,10.079,0.023,10.109,0.021,10.017999999999999,0.054000000000000006,8.857999999999997,0.452,9.93297,0.000737,9.994,0.017,rered,gaia2,11768.0,378.3,3.7723,0.0877,,,3.802,0.2789999999999999,3.12,0.4,0.0568,0.0128,DWARF,249.72916,37.70775,1190.5,68.845,0.0665,0.021,912.0,0.0861,,,3.4e-05,0.0135,0.0284,panstarrs,0.326,0.475,0.261,0.29600000000000004,0.0103,0.0153,0.0834,0.092,31.2064,44.2091,64.95,72.74,bj2018,423.1,333.6,dered,9.92816,0.001269,9.95317,0.002069,1.0,tycho2v3,tycho2b3,,1.01855211883,1.2515791072799998,109.95169782561001,-24.520111178570005,0.0277741232399999,0.03980096322,1.0,0.0,590096893,0.04867,109.95171,-24.52011,476749,B,CD-24 5203,0,ACV,,9.94,,V,,,9.98,,V,,13.215,,Si,109.95171,-24.52011,109.9517,-24.5201,6541,1998,-1.31,1158,-613,-977,-103,0.59,0.22,0.82,109.9517,-24.5201
142,142,1815,0.027705,438967465,195.42261740958,-60.440213227840005,195.423,-60.44,90,,8989-00215-1,148-129357,13014143-6026248,,J130141.42-602624.8,6.055983193972528e+18,30856835.0,,STAR,tmgaia2,tmgaia2,-5.232,0.0579999999999999,-1.354,0.059000000000000004,gaia2,0.3887,0.0467,gaia2,9.5,0.034,9.417,0.003,,,,,,,,,,,9.106,0.024,9.084,0.022000000000000002,9.117,0.023,AAA-122-111-000-0-0,9.08,0.022000000000000002,9.131,0.02,9.187999999999999,0.042,9.276,,9.35465,0.000539,8.232999999999999,0.6,rered,gaia2,,,,,,,,,,,,,,,,2400.2,280.33,1.048,0.0789,,,,,,0.0738,0.084,schlegel,,,,,,,,,,,249.0,311.66,bj2018,,,,9.432039999999999,0.001644,9.21524,0.001534,1.0,tycho2v3,tycho2b3,,1.03196881986,0.9091470568100001,195.42257175064998,-60.44021905632,0.0304044323199999,0.03526758798,-1.0,0.0,827360896,0.074158,195.42261000000002,-60.44022,225531,B,HD 113013,0,BCEP,,9.4,,V,Y,,0.019,,V,,0.154531,,B2III,195.42261000000002,-60.44022,195.4226,-60.4402,8989,215,-0.13,540,303,-446,23,0.52,0.28,0.8,195.4226,-60.4402
143,143,1823,0.023669,313399930,183.56819678383,-67.74125832419,183.56799999999998,-67.741,90,,9227-00714-1,112-051628,12141635-6744284,,J121416.35-674428.4,5.859608420056494e+18,32054947.0,,STAR,tmgaia2,tmgaia2,-6.395,0.052000000000000005,-0.242,0.043,gaia2,0.5562,0.03,gaia2,9.089,0.031,9.082,0.003,,,,,,,,,,,8.94,0.039,9.003,0.024,9.019,0.027000000000000003,AAA-122-111-0s0-0-0,9.003,0.023,9.056000000000001,0.02,9.125,0.025,8.767000000000001,0.24,9.0358,0.0006730000000000001,9.068,0.009000000000000001,rered,gaia2,,,,,,,,,,,,,,,,1713.98,90.455,0.2892,0.0077,,,,,,0.0076,0.0079,schlegel,,,,,,,,,,,85.78,95.13,bj2018,,,,9.064689999999999,0.00237,8.973939999999997,0.002091,1.0,tycho2v3,tycho2b3,,0.9631562060299999,0.66999830903,183.56812409755,-67.74125936629001,0.02639811256,0.023099223140000003,-1.0,0.0,791317495,0.14656,183.56818,-67.74126,225519,B,HD 106345,0,BCEP,,9.08,,V,Y,,0.03,,V,,0.1512292999999999,,B2III,183.56818,-67.74126,183.5682,-67.7413,9227,714,-0.67,628,307,-545,-56,0.54,0.15,0.69,183.5682,-67.7413
